mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
,6 years,debt_consolidation,23,62267
36,< 1 year,debt_consolidation,8,28781
,10+ years,debt_consolidation,9,323605
25,10+ years,debt_consolidation,15,82900
,4 years,debt_consolidation,5,45620
41,3 years,debt_consolidation,8,
37,2 years,debt_consolidation,11,356949
,2 years,credit_card,15,
,6 years,debt_consolidation,5,17061
,< 1 year,debt_consolidation,15,55289
2,10+ years,debt_consolidation,2,4343
,10+ years,debt_consolidation,12,58583
68,6 years,credit_card,3,36951
,10+ years,credit_card,7,11423
16,< 1 year,credit_card,16,68398
,5 years,debt_consolidation,4,
10,10+ years,credit_card,10,45926
,n/a,debt_consolidation,10,21632
71,3 years,debt_consolidation,16,50492
,4 years,debt_consolidation,15,216809
,4 years,credit_card,12,374342
,5 years,credit_card,18,279167
47,10+ years,credit_card,9,22050
16,9 years,debt_consolidation,9,21412
35,1 year,credit_card,19,34494
,3 years,credit_card,11,378737
,10+ years,other,13,280942
,10+ years,debt_consolidation,15,257266
20,10+ years,other,7,9813
,< 1 year,credit_card,4,27763
,10+ years,credit_card,16,163867
,n/a,debt_consolidation,23,90958
1,10+ years,debt_consolidation,9,88596
23,10+ years,other,11,144902
,n/a,medical,7,172210
13,2 years,debt_consolidation,11,
,10+ years,debt_consolidation,11,39835
30,3 years,credit_card,10,22113
25,3 years,debt_consolidation,14,346520
,6 years,debt_consolidation,14,192509
,10+ years,debt_consolidation,9,33769
,10+ years,debt_consolidation,31,42754
,10+ years,debt_consolidation,8,81936
19,3 years,debt_consolidation,9,32307
47,4 years,debt_consolidation,17,368465
,6 years,debt_consolidation,12,214006
,6 years,credit_card,8,387479
,4 years,debt_consolidation,14,271197
,7 years,home_improvement,12,43784
,2 years,debt_consolidation,10,38879
,2 years,credit_card,25,110283
,4 years,debt_consolidation,14,344707
,8 years,credit_card,9,34104
68,2 years,debt_consolidation,3,7477
4,6 years,credit_card,23,310367
16,10+ years,debt_consolidation,7,21993
13,5 years,home_improvement,6,415752
,10+ years,debt_consolidation,22,60870
27,1 year,credit_card,16,126133
8,4 years,debt_consolidation,14,45437
,10+ years,credit_card,16,327883
,10+ years,debt_consolidation,16,232459
,1 year,credit_card,15,
27,1 year,home_improvement,19,202995
21,10+ years,debt_consolidation,11,245850
,< 1 year,debt_consolidation,8,20824
23,10+ years,credit_card,8,21061
23,10+ years,debt_consolidation,17,142838
,7 years,home_improvement,7,6632
20,10+ years,debt_consolidation,15,161487
,7 years,debt_consolidation,10,163501
,10+ years,debt_consolidation,11,143490
,< 1 year,credit_card,7,49474
,2 years,debt_consolidation,10,18275
60,9 years,credit_card,10,164615
28,10+ years,debt_consolidation,9,84036
16,1 year,credit_card,15,25296
,5 years,debt_consolidation,9,
13,2 years,debt_consolidation,19,396241
,< 1 year,debt_consolidation,5,11216
,3 years,debt_consolidation,16,506942
,2 years,major_purchase,4,3608
57,2 years,debt_consolidation,9,46432
52,5 years,debt_consolidation,8,60723
,n/a,debt_consolidation,23,59522
18,n/a,debt_consolidation,11,256121
76,1 year,debt_consolidation,11,18584
,4 years,debt_consolidation,14,47746
,10+ years,credit_card,6,26869
6,10+ years,home_improvement,9,388724
,2 years,small_business,4,
,10+ years,small_business,11,15980
20,6 years,credit_card,10,13870
,7 years,home_improvement,19,128333
,9 years,debt_consolidation,8,63693
58,10+ years,credit_card,9,175340
43,7 years,debt_consolidation,7,126367
66,10+ years,debt_consolidation,21,231392
,3 years,credit_card,8,30515
,5 years,debt_consolidation,10,140853
42,10+ years,home_improvement,10,19383
,4 years,credit_card,6,33260
,4 years,debt_consolidation,5,12187
,6 years,credit_card,9,
,10+ years,debt_consolidation,9,122883
,10+ years,debt_consolidation,8,327076
,10+ years,debt_consolidation,17,41108
,5 years,wedding,20,188920
11,10+ years,debt_consolidation,9,25842
,4 years,home_improvement,3,26184
23,10+ years,debt_consolidation,11,188083
31,10+ years,debt_consolidation,10,15264
,n/a,debt_consolidation,6,
,10+ years,credit_card,12,221705
,5 years,credit_card,9,40665
71,10+ years,credit_card,12,88185
63,3 years,debt_consolidation,10,207535
42,n/a,debt_consolidation,9,14453
,4 years,other,18,330110
,8 years,debt_consolidation,21,226742
,10+ years,debt_consolidation,9,25092
48,5 years,debt_consolidation,16,
,10+ years,other,14,140577
,10+ years,debt_consolidation,11,77149
,2 years,debt_consolidation,9,7990
,4 years,credit_card,13,84615
27,10+ years,debt_consolidation,13,
15,10+ years,credit_card,8,152392
,n/a,debt_consolidation,20,39207
29,10+ years,debt_consolidation,6,314266
25,< 1 year,credit_card,11,45630
21,10+ years,other,13,215567
,10+ years,debt_consolidation,11,159007
,7 years,credit_card,25,302976
,6 years,home_improvement,13,59839
,10+ years,credit_card,16,231968
17,1 year,debt_consolidation,6,10284
36,8 years,debt_consolidation,8,12405
,7 years,debt_consolidation,22,26004
,10+ years,debt_consolidation,7,235848
24,3 years,debt_consolidation,6,462987
,2 years,credit_card,20,800535
19,2 years,debt_consolidation,6,18012
61,n/a,debt_consolidation,7,94519
14,10+ years,debt_consolidation,9,155302
,n/a,debt_consolidation,10,283135
,10+ years,major_purchase,11,41194
8,10+ years,debt_consolidation,15,66094
71,10+ years,debt_consolidation,13,28780
20,n/a,home_improvement,8,559882
21,6 years,debt_consolidation,11,86433
,1 year,credit_card,15,71888
,2 years,credit_card,7,190168
21,10+ years,credit_card,11,58993
7,10+ years,car,14,552299
31,2 years,other,8,190350
74,10+ years,debt_consolidation,11,50651
,10+ years,debt_consolidation,13,386950
42,3 years,credit_card,13,206671
22,10+ years,debt_consolidation,12,
72,10+ years,debt_consolidation,13,217221
,n/a,debt_consolidation,8,2651
,10+ years,credit_card,6,15952
11,4 years,debt_consolidation,15,276362
65,10+ years,small_business,11,27245
24,10+ years,small_business,11,
81,10+ years,debt_consolidation,7,25439
78,10+ years,debt_consolidation,9,236017
,7 years,debt_consolidation,11,30281
,n/a,other,10,6884
,6 years,debt_consolidation,12,344734
40,10+ years,debt_consolidation,14,600234
23,n/a,credit_card,9,123497
,3 years,debt_consolidation,8,106722
81,4 years,credit_card,10,79856
,5 years,home_improvement,20,75500
19,< 1 year,home_improvement,20,204921
6,4 years,debt_consolidation,10,249799
,7 years,debt_consolidation,16,203065
39,10+ years,debt_consolidation,7,135272
45,< 1 year,debt_consolidation,15,144875
75,10+ years,credit_card,15,155015
,2 years,debt_consolidation,11,107373
,7 years,debt_consolidation,7,246523
3,< 1 year,debt_consolidation,19,126739
,n/a,credit_card,18,40709
,7 years,credit_card,8,145733
14,10+ years,other,15,97149
,4 years,debt_consolidation,12,151043
,4 years,credit_card,10,
34,3 years,debt_consolidation,17,108439
59,3 years,debt_consolidation,14,14079
,3 years,credit_card,10,22603
71,6 years,credit_card,10,20410
21,10+ years,debt_consolidation,23,243643
44,2 years,small_business,13,
13,10+ years,credit_card,7,22973
,8 years,credit_card,13,48585
7,6 years,medical,14,225586
42,10+ years,home_improvement,7,413025
20,2 years,credit_card,17,67085
41,7 years,debt_consolidation,6,10465
21,7 years,debt_consolidation,4,3582
,3 years,car,3,8686
,5 years,debt_consolidation,16,77965
37,5 years,credit_card,7,11674
15,7 years,credit_card,11,146573
9,10+ years,debt_consolidation,15,44793
,< 1 year,debt_consolidation,11,215341
48,10+ years,debt_consolidation,9,219659
,1 year,debt_consolidation,12,23411
,5 years,debt_consolidation,13,173179
,3 years,credit_card,12,1411739
,10+ years,debt_consolidation,8,58475
75,10+ years,debt_consolidation,9,84677
,n/a,debt_consolidation,5,180429
,n/a,credit_card,7,26584
26,< 1 year,debt_consolidation,13,104102
,2 years,major_purchase,6,16245
,6 years,debt_consolidation,7,
,10+ years,debt_consolidation,12,16787
14,1 year,debt_consolidation,16,83182
56,2 years,debt_consolidation,17,20848
57,3 years,debt_consolidation,4,53111
10,5 years,small_business,7,102777
,2 years,other,8,10414
,< 1 year,credit_card,8,36515
,< 1 year,small_business,3,19094
,10+ years,debt_consolidation,16,331075
40,10+ years,debt_consolidation,11,42960
5,10+ years,debt_consolidation,10,111050
,10+ years,debt_consolidation,10,172005
,2 years,debt_consolidation,15,33864
,7 years,credit_card,16,168007
35,3 years,credit_card,5,26327
,< 1 year,debt_consolidation,5,74255
,10+ years,credit_card,28,281958
58,2 years,debt_consolidation,17,124192
10,10+ years,debt_consolidation,11,17789
52,2 years,debt_consolidation,10,182875
6,3 years,credit_card,9,23593
,3 years,debt_consolidation,12,18943
70,1 year,other,10,63403
31,10+ years,debt_consolidation,8,22400
49,3 years,debt_consolidation,7,
,10+ years,credit_card,18,508186
38,10+ years,debt_consolidation,7,280237
6,6 years,debt_consolidation,21,268647
,5 years,home_improvement,15,164265
47,10+ years,credit_card,7,321577
30,8 years,debt_consolidation,11,228005
55,8 years,debt_consolidation,13,87635
,n/a,credit_card,8,67995
,n/a,debt_consolidation,14,274585
,9 years,debt_consolidation,8,58578
31,10+ years,debt_consolidation,3,2769
33,< 1 year,debt_consolidation,16,27499
6,10+ years,debt_consolidation,17,525951
11,5 years,credit_card,11,142003
27,8 years,debt_consolidation,6,425319
69,< 1 year,major_purchase,6,9170
,9 years,debt_consolidation,8,38679
,2 years,car,4,
,10+ years,debt_consolidation,8,43309
,1 year,major_purchase,11,76904
,10+ years,credit_card,19,387479
58,2 years,car,13,103631
41,10+ years,medical,14,25090
,< 1 year,debt_consolidation,3,3957
0,4 years,home_improvement,8,100673
,n/a,debt_consolidation,10,8587
35,2 years,debt_consolidation,11,
10,7 years,debt_consolidation,11,158820
,3 years,debt_consolidation,5,35613
,4 years,debt_consolidation,13,264479
,2 years,credit_card,14,28881
77,4 years,credit_card,4,114921
35,10+ years,credit_card,12,222034
,3 years,credit_card,13,134134
41,10+ years,major_purchase,8,8053
,< 1 year,credit_card,8,19894
18,10+ years,debt_consolidation,7,156742
,2 years,debt_consolidation,12,31266
,3 years,credit_card,12,237153
,7 years,debt_consolidation,10,65284
,10+ years,credit_card,23,260929
14,10+ years,debt_consolidation,15,316990
28,10+ years,debt_consolidation,27,111779
,9 years,home_improvement,8,77652
,8 years,credit_card,14,243781
,6 years,credit_card,7,156268
,< 1 year,debt_consolidation,6,11575
18,8 years,home_improvement,10,45239
,< 1 year,debt_consolidation,5,
25,7 years,debt_consolidation,16,
43,9 years,credit_card,11,258805
54,2 years,credit_card,18,268986
,10+ years,small_business,5,59241
36,4 years,debt_consolidation,12,486513
39,6 years,credit_card,12,132623
10,< 1 year,home_improvement,13,762459
,n/a,debt_consolidation,11,17532
,1 year,credit_card,8,20035
12,5 years,debt_consolidation,9,422739
,9 years,debt_consolidation,16,98496
39,5 years,other,9,75183
71,7 years,debt_consolidation,10,41819
,2 years,debt_consolidation,7,39818
26,< 1 year,debt_consolidation,11,118912
41,n/a,debt_consolidation,10,109108
,3 years,debt_consolidation,10,193851
,9 years,debt_consolidation,15,50277
25,10+ years,debt_consolidation,8,576764
,5 years,credit_card,7,12176
,n/a,debt_consolidation,6,6548
22,2 years,debt_consolidation,17,734063
,7 years,debt_consolidation,13,953503
15,7 years,debt_consolidation,15,158694
16,< 1 year,debt_consolidation,13,31007
,10+ years,debt_consolidation,19,33612
25,10+ years,debt_consolidation,5,10839
,10+ years,debt_consolidation,14,84788
53,< 1 year,debt_consolidation,12,31693
33,10+ years,debt_consolidation,10,397684
,7 years,debt_consolidation,11,41048
,10+ years,debt_consolidation,3,2804
,10+ years,credit_card,9,282633
24,10+ years,debt_consolidation,18,301472
27,4 years,debt_consolidation,7,25087
49,< 1 year,debt_consolidation,8,76893
33,5 years,debt_consolidation,4,192976
,10+ years,debt_consolidation,11,70151
,8 years,debt_consolidation,6,
,10+ years,credit_card,14,68017
28,2 years,debt_consolidation,16,94855
,10+ years,credit_card,18,532683
,5 years,credit_card,21,182856
27,< 1 year,debt_consolidation,7,200698
,5 years,credit_card,9,17486
,3 years,debt_consolidation,4,23584
19,5 years,debt_consolidation,11,
17,10+ years,debt_consolidation,10,28227
66,6 years,debt_consolidation,26,25217
,5 years,debt_consolidation,13,15660
,n/a,debt_consolidation,19,178788
,1 year,debt_consolidation,5,174919
,10+ years,other,12,26265
65,10+ years,debt_consolidation,26,228685
,10+ years,other,11,33132
22,10+ years,car,13,395285
67,10+ years,major_purchase,16,18908
,10+ years,debt_consolidation,17,330136
27,1 year,debt_consolidation,24,223610
,2 years,credit_card,6,5086
41,8 years,debt_consolidation,10,185462
10,1 year,vacation,7,21527
16,10+ years,home_improvement,6,454946
12,3 years,debt_consolidation,7,329913
42,10+ years,debt_consolidation,10,146211
32,10+ years,small_business,5,221537
,10+ years,debt_consolidation,9,25915
,4 years,debt_consolidation,13,90463
10,< 1 year,debt_consolidation,15,517003
,10+ years,debt_consolidation,12,28254
34,6 years,debt_consolidation,10,26230
,< 1 year,credit_card,20,43113
,10+ years,credit_card,6,12266
,6 years,debt_consolidation,18,31628
1,1 year,debt_consolidation,20,109537
,5 years,debt_consolidation,7,24242
,8 years,debt_consolidation,11,89553
54,7 years,debt_consolidation,11,191959
48,3 years,debt_consolidation,9,382901
,< 1 year,debt_consolidation,6,86970
5,n/a,credit_card,10,41627
9,3 years,debt_consolidation,8,144282
,8 years,major_purchase,38,2754
74,7 years,debt_consolidation,9,24413
,< 1 year,debt_consolidation,10,20998
74,2 years,home_improvement,39,419621
,10+ years,credit_card,15,284878
,10+ years,home_improvement,22,38185
,6 years,debt_consolidation,18,255029
,10+ years,small_business,3,
57,3 years,vacation,7,37463
,5 years,credit_card,16,180188
42,8 years,debt_consolidation,6,167855
39,10+ years,debt_consolidation,6,14112
13,1 year,debt_consolidation,14,62378
21,n/a,debt_consolidation,12,128376
25,3 years,debt_consolidation,9,315581
23,9 years,debt_consolidation,8,294996
42,2 years,debt_consolidation,9,122594
,10+ years,debt_consolidation,17,38847
,3 years,debt_consolidation,10,28775
,10+ years,debt_consolidation,19,259087
,6 years,debt_consolidation,14,325186
45,4 years,debt_consolidation,7,
78,1 year,car,4,
78,7 years,other,8,89211
,4 years,home_improvement,5,
,1 year,credit_card,9,
,4 years,debt_consolidation,6,57991
,1 year,debt_consolidation,17,248732
29,1 year,home_improvement,14,135380
,10+ years,home_improvement,19,71711
,5 years,credit_card,9,29358
,3 years,debt_consolidation,4,
27,4 years,debt_consolidation,7,28697
1,10+ years,debt_consolidation,17,162182
,10+ years,credit_card,11,217863
,< 1 year,debt_consolidation,9,37081
,6 years,debt_consolidation,10,5601
,3 years,major_purchase,10,25295
,10+ years,debt_consolidation,10,185066
,n/a,debt_consolidation,7,28878
,5 years,credit_card,27,68287
,< 1 year,debt_consolidation,18,222708
34,10+ years,debt_consolidation,19,464790
26,< 1 year,debt_consolidation,12,48219
,10+ years,home_improvement,11,176546
8,7 years,credit_card,10,418277
39,10+ years,debt_consolidation,15,295811
13,2 years,debt_consolidation,9,
42,10+ years,credit_card,12,244633
,3 years,credit_card,12,10574
32,6 years,debt_consolidation,10,30264
,6 years,debt_consolidation,17,256017
,2 years,debt_consolidation,14,27420
25,7 years,debt_consolidation,14,34890
,5 years,credit_card,11,166879
20,10+ years,home_improvement,10,345407
13,10+ years,debt_consolidation,21,241817
,8 years,credit_card,9,16918
36,6 years,home_improvement,8,43088
,4 years,credit_card,21,51575
,3 years,debt_consolidation,24,64423
,10+ years,credit_card,6,183504
,n/a,debt_consolidation,23,156700
26,1 year,debt_consolidation,9,318042
15,10+ years,debt_consolidation,15,307815
,6 years,debt_consolidation,9,
10,8 years,debt_consolidation,18,58832
60,10+ years,debt_consolidation,7,21321
33,2 years,home_improvement,7,225859
,10+ years,other,7,192206
61,8 years,debt_consolidation,18,56130
,6 years,credit_card,7,466676
,10+ years,credit_card,13,193982
58,10+ years,credit_card,13,194912
,2 years,medical,5,7061
,4 years,debt_consolidation,30,15894
6,10+ years,debt_consolidation,15,378947
29,3 years,debt_consolidation,5,158659
,9 years,debt_consolidation,7,11718
,9 years,debt_consolidation,11,12844
6,10+ years,debt_consolidation,12,175934
2,1 year,debt_consolidation,11,293099
,10+ years,major_purchase,4,2769
22,1 year,credit_card,9,24455
,10+ years,debt_consolidation,8,16522
42,< 1 year,debt_consolidation,12,398592
38,4 years,major_purchase,6,7742
61,3 years,debt_consolidation,6,22216
,10+ years,debt_consolidation,13,129580
,9 years,debt_consolidation,3,4249
48,10+ years,debt_consolidation,4,16031
26,10+ years,credit_card,8,641279
63,10+ years,debt_consolidation,9,92800
,< 1 year,debt_consolidation,18,116819
35,10+ years,credit_card,16,166737
48,5 years,debt_consolidation,12,69713
,8 years,medical,4,6216
58,n/a,credit_card,9,3898
,10+ years,home_improvement,16,852862
22,n/a,debt_consolidation,11,18726
11,5 years,debt_consolidation,7,6436
66,3 years,credit_card,14,394690
17,3 years,debt_consolidation,8,55880
,5 years,debt_consolidation,27,499717
49,3 years,home_improvement,10,136235
